method_id,method_name,phase,psnr_mean,ssim_mean,nc_mean,ncc_mean,ber_mean,psnr_std,nc_min,ber_max,images,rows,embed_time_mean_sec,extract_time_mean_sec
proposal,Proposal_QH_DWT_Hess,after_attack,26.497898112072818,0.800701039390907,0.823878226774772,0.6087432387129909,0.202001953125,8.765156765046132,0.7541843670558859,0.3046875,1,10,14.117429451000135,0.474738733500044
proposal,Proposal_QH_DWT_Hess,before_attack,71.15344695239028,0.9999610677059277,0.9946773221932681,0.9892741487041742,0.00537109375,,0.9946773221932681,0.00537109375,1,1,14.117429451000135,0.4888538489999519
