method_id,method_name,phase,psnr_mean,ssim_mean,nc_mean,ncc_mean,ber_mean,psnr_std,nc_min,ber_max,images,rows,embed_time_mean_sec,extract_time_mean_sec
proposal,Proposal_QH_DWT_Hess,after_attack,23.654093815405147,0.7287222952892145,0.7031122921617539,0.4036502784555315,0.2985687255859375,6.842840203604108,0.648899675639992,0.376708984375,1,16,4.458579778999592,0.1765202301875206
proposal,Proposal_QH_DWT_Hess,before_attack,75.92133793550987,0.999986946808852,0.9306358089072911,0.8709120196448737,0.0673828125,,0.9306358089072911,0.0673828125,1,1,4.458579778999592,0.2046077680001872
