method_id,method_name,image,attack,phase,psnr,ssim,nc,ncc,ber,embed_time_sec,extract_time_sec
kumar2021,Kumar2021_LWT_Entropy,airplane,no_attack,before_attack,70.73257790724323,0.9999390853351143,1.0,1.0,0.0,0.14598022700010915,0.08990637400006563
gaata2022_dwt_hess_fwa,Gaata2022_DWT_Hess_FWA,airplane,no_attack,before_attack,53.93901407498156,0.99737150391341,0.9412056036983241,0.8909993993980808,0.057373046875,2.4072115869998925,2.072580857000048
mahto2022_firefly_dual,Mahto2022_Firefly_Dual,airplane,no_attack,before_attack,41.53428303210869,0.9974541204036381,1.0,1.0,0.0,0.07788788699986071,0.0545773989999816
dwt_hd_svd_2025,DWT_HD_SVD_2025,airplane,no_attack,before_attack,39.766723330217445,0.9959206159404728,0.9966062924064687,0.9931680203150749,0.00341796875,0.022859359999984008,0.010979016999954183
