method_id,method_name,phase,psnr_mean,ssim_mean,nc_mean,ncc_mean,ber_mean,psnr_std,nc_min,ber_max,images,rows,embed_time_mean_sec,extract_time_mean_sec
kumar2021,Kumar2021_LWT_Entropy,after_attack,26.49818394307414,0.8006820889474706,0.8759633175659209,0.751296973662247,0.124365234375,8.765384371940646,0.784885612854371,0.21533203125,1,10,0.17788710900003935,0.11513109939994592
kumar2021,Kumar2021_LWT_Entropy,before_attack,70.73257790724323,0.9999390853351143,1.0,1.0,0.0,,1.0,0.0,1,1,0.17788710900003935,0.09560478999992483
