method_id,method_name,phase,psnr_mean,ssim_mean,nc_mean,ncc_mean,ber_mean,psnr_std,nc_min,ber_max,images,rows,embed_time_mean_sec,extract_time_mean_sec
mahto2022_firefly_dual,Mahto2022_Firefly_Dual,after_attack,26.244427798500464,0.7991503594360381,0.8076594713320983,0.610633291143403,0.194677734375,8.502586411404476,0.014132635837281688,0.98779296875,1,10,0.10850619500001812,0.11471051830001215
mahto2022_firefly_dual,Mahto2022_Firefly_Dual,before_attack,41.53428303210869,0.9974541204036381,1.0,1.0,0.0,,1.0,0.0,1,1,0.10850619500001812,0.05176301500000591
